Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
LARVA SLAAD,Aberração,Miúda,caótico e neutro Classe de Armadura 12 Pontos de Vida 10,10,4d4,12,9 m,7,2,15,+2,10,+0,3,4,5,3,3,4,"Perícias Furtividade +4 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos visão no escuro 18 m, Percepção passiva 7 Idiomas compreende Slaad, mas não pode falar",1/8,25," Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano perfurante.",4
SLAAD DA MORTE,Aberração,Média,caótico e mau Classe de Armadura 18,170,20d8 + 80,18,9 m,20,+5,15,+2,19,+4,15,+2,10,+0,16,+3,"Perícias Arcanismo +6, Percepção +8 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos percepção às cegas 18 m, visão no escuro 18 m, Percepção passiva 18 Idiomas Slaad, telepatia 18 m Nível de Desafio 10 (5.900 XP) Armas Mágicas. Os ataques com arma do slaad são mágicos.  Conjuração Inata. A habilidade de conjuração de um slaad é Carisma (CD de resistência de magia 15, +7 para atingir com ataques com magia). Ele pode conjurar, inatamente, as seguintes magias, sem necessidade de componentes materiais:  À vontade: detectar magia, detectar pensamentos, imagem maior, invisibilidade (pessoal apenas), mãos mágicas 2/dia cada: bola de fogo, idiomas, medo, voo  1/dia cada: névoa mortal, viagem planar (pessoal apenas)  Metamorfo. O slaad pode usar sua ação para se metamorfosear em um humanoide Pequeno ou Médio, ou voltar para sua forma verdadeira. Suas estatísticas, além do seu tamanho, são as mesmas em cada forma. Qualquer equipamento que ele esteja vestindo ou carregando não é transformado. Ele reverte a sua forma verdadeira se morrer.  Regeneração. O slaad recupera 10 pontos de vida no início de cada um dos seus turnos se possuir, pelo menos, 1 ponto de vida.  Resistência à Magia. O slaad possui vantagem nos testes de resistência contra magias e outros efeitos mágicos. AÇÕES Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras ou espada grande.  Mordida (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (1d8 + 5) de dano perfurante mais 7 (2d6) de dano necrótico.  Garra (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (1d10 + 5) de dano cortante mais 7 (2d6) de dano necrótico.  Espada Grande. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 12 (2d6 + 5) de dano cortante mais 7 (2d6) de dano necrótico.                                                      LARVA SLAAD Aberração Miúda, caótico e neutro Classe de Armadura 12 Pontos de Vida 10 (4d4) Deslocamento 9 m FOR 7 (2) DES 15 (+2) CON 10 (+0) INT 3 (4) SAB 5 (3) CAR 3 (4) Perícias Furtividade +4 Resistência a Dano ácido, elétrico, fogo, frio, trovejante  Sentidos visão no escuro 18 m, Percepção passiva 7 Idiomas compreende Slaad, mas não pode falar",10,5.900," Ataques Múltiplos. O slaad realiza três ataques: um com sua mordida e dois com suas garras ou espada grande.  Mordida (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (1d8 + 5) de dano perfurante mais 7 (2d6) de dano necrótico.  Garra (Forma de Slaad Apenas). Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (1d10 + 5) de dano cortante mais 7 (2d6) de dano necrótico.",17
SOMBRA,Morto-vivo,Médio,caótico e mau Classe de Armadura 12 Pontos de Vida 16,16,3d8 + 3,12,12 m,6,2,14,+2,13,+1,6,2,10,+0,8,1,"Perícias Furtividade +4 (+6 na penumbra ou escuridão) Vulnerabilidade a Dano radiante Resistência a Dano ácido, elétrico, fogo, frio, trovejante; concussão, perfurante e cortante de armas não-mágica Imunidade a Dano necrótico, veneno Imunidade a Condição agarrado, caído, envenenado, exausto, impedido, inconsciente, paralisado, petrificado Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas ",1/2,100,,9
SPRITE,Fada,Miúda,voo 12 m FOR 3,2,1d4,15,3 m,3,4,18,+4,10,+0,14,+2,13,+1,11,+0,"Perícias Furtividade +8, Percepção +3 Sentidos Percepção passiva 13 Idiomas Comum, Élfico, Silvestre",1/4,50," Arco Curto. Ataque à Distância com Arma: +6 para atingir, distância 12/48 m, um alvo. Acerto: 1 de dano perfurante. Se o alvo for uma criatura, ela deve ser bem sucedida num teste de resistência de Constituição CD 10 ou ficará envenenada por 1 minuto. Se o resultado do teste de resistência for 5 ou inferior, o alvo cairá inconsciente pela duração ou até sofrer dano ou outra criatura usar sua ação para acorda-lo.  Espada Longa. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 1 de dano cortante.",1
STIRGE,Besta,Miúda,voo 12 m FOR 4,2,1d,14,3 m,4,3,16,+3,11,+0,2,4,8,1,6,2,"Sentidos visão no escuro 18 m, Percepção passiva 9 Idiomas ",1/8,25,,5
INCUBO,Corruptor,Médio,neutro e mau  Garra,66,12d8 + 12,15,9 m,8,1,17,+3,13,+1,15,+2,12,+1,20,+5," Perícias Enganação +9, Furtividade +7, Intuição +5, Percepção +5, Persuasão +9 Resistência a Dano elétrico, fogo, frio, veneno; concussão, cortante e perfurante de armas não-mágicas Sentidos visão no escuro 18 m, Percepção passiva 15 Idiomas Abissal, Comum, Infernal, telepatia 18 m",4,1.100," Corruptor Médio (metamorfo), neutro e mau  Garra (Forma de Corruptor Apenas). Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano cortante.",6
TARRASQUE,Monstruosidade,Imensa,imparcial  Classe de Armadura 25,676,33d20 + 330,25,12 m,30,+10,11,+0,30,+10,3,4,11,+0,11,+0," Testes de Resistência Int +5, Sab +9, Car +9 Imunidade a Dano fogo, veneno; concussão, cortante e perfurante de armas não-mágicas Imunidade a Condição amedrontado, enfeitiçado, envenenado, paralisado Sentidos percepção às cegas 36 m, Percepção passiva 10 Idiomas ",30,155.000,"  Ataques Múltiplos. O tarrasque pode usar sua Presença Aterradora. Ele pode então, realizar cinco ataques: um com sua mordida, dois com suas garras, um com seus chifres e um com sua cauda. Ele pode usar seu Engolir ao invés de sua mordida.  Mordida. Ataque Corpo-a-Corpo com Arma: +19 para atingir, alcance 3 m, um alvo. Acerto: 36 (4d12 + 10) de dano perfurante.",32
TARTARUGA-DRAGÃO,Dragão,Imenso,neutro Classe de Armadura 20,341,22d20 + 110,20,6 m,25,+7,10,+0,20,+5,10,+0,12,+1,12,+1,"Testes de Resistência Des +5, Con +10, Sab +6 Resistência a Dano fogo Sentidos visão no escuro 36 m, Percepção passiva 11 Idiomas Aquan, Dracônico",17,18.000," Ataques Múltiplos. A tartaruga-dragão realiza três ataques: um com sua mordida e dois com suas garras. Ela pode realizar um ataque de cauda no lugar dos seus dois ataques de garra.  Mordida. Ataque Corpo-a-Corpo com Arma: +12 para atingir, alcance 4,5 m, um alvo. Acerto: 26 (3d12 + 7) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +12 para atingir, alcance 3 m, um alvo. Acerto: 16 (2d8 + 7) de dano cortante.   Cauda. Ataque Corpo-a-Corpo com Arma: +12 para atingir, alcance 4,5 m, um alvo. Acerto: 26 (3d12 + 7) de dano de concussão.",26
THRI-KREEN,Humanoide,Médio,caótico e neutro Classe de Armadura 15,33,6d8 + 6,15,12 m,12,+1,15,+2,13,+1,8,1,12,+1,7,2,"Perícias Furtividade +4, Percepção +3, Sobrevivência +3  Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas Thri-kreen",1,200,,5
TRIBULO BRUTAL,Monstruosidade,Grande,caótico e mau  Classe de Armadura 18,93,11d10 + 33,18,9 m,20,+5,13,+1,16,+3,9,1,10,+0,10,+0," Sentidos visão no escuro 36 m, sentido sísmico 18 m,        Percepção passiva 10 Idiomas Tríbulo Brutal",5,1.800,,14
TROGLODITA,Humanoide,Médio,caótico e mau Classe de Armadura 11,13,2d8 + 4,11,9 m,14,+2,10,+0,14,+2,6,2,10,+0,6,2,"Perícias Furtividade +2  Sentidos visão no escuro 18 m, Percepção passiva 10 Idiomas Troglodita",1/4,50," Ataques Múltiplos. O troglodita realiza três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d4 + 2) de dano cortante.",4
TROLL,Gigante,Grande,caótico e mau Classe de Armadura 15,84,8d10 + 40,15,9 m,18,+4,13,+1,20,+5,7,2,9,1,7,2,"Perícias Percepção +1 Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas Gigante",5,1.800," Ataques Múltiplos. O troll realiza três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d6 + 4) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.",11
UNICÓRNIO,Celestial,Grande,leal e bom  Ataques,67,9d10 + 18,12,15 m,18,+4,14,+2,15,+2,11,+0,17,+3,16,+3," Imunidade a Dano veneno Imunidade a Condição enfeitiçado, envenenado, paralisado Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas Celestial, Élfico, Silvestre, telepatia 18 m",5,1.800," Celestial Grande, leal e bom  Ataques Múltiplos. O unicórnio realiza dois ataques: um com seus cascos e um com seu chifre.  Cascos. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano de concussão.  Chifre. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (1d8 + 4) de dano perfurante.",11
URSO-CORUJA,Monstruosidade,Grande,imparcial Classe de Armadura 13,59,7d10 + 21,13,12 m,20,+5,12,+1,17,+3,3,4,12,+1,7,2,"Perícias Percepção +3 Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas ",3,700," Ataques Múltiplos. O urso-coruja realiza dois ataques: um com sua bicada e um com suas garras.  Bicada. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (1d10 + 5) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 14 (2d8 + 5) de dano cortante.",14
VAMPIRO,Morto-vivo,Médio,leal e mau  Classe de Armadura 16,144,17d8 + 68,16,9 m,18,+4,18,+4,18,+4,17,+3,15,+2,18,+4," Testes de Resistência Des +9, Sab +7, Car +9 Perícias Furtividade +9, Percepção +7 Resistência a Dano necrótico; concussão, cortante e perfurante de armas não-mágicas Sentidos visão no escuro 36 m, Percepção passiva 17 Idiomas os idiomas que conhecia em vida",13,10.000,,18
CRI VAMPÍRICA,Morto-vivo,Médio,neutro e mau  Classe de Armadura 15,82,11d8 + 33,15,9 m,16,+3,16,+3,16,+3,11,+0,11,+0,12,+1," Testes de Resistência Des +6, Sab +3 Perícias Furtividade +6, Percepção +3 Resistência a Dano necrótico; concussão, cortante e perfurante   de armas não-mágicas Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas os idiomas que conhecia em vida",5,1.800,,18
VAMPIRO CONJURADOR,Morto-vivo,Médio,neutro e mau  Classe de Armadura 15,82,11d8 + 33,15,9 m,16,+3,16,+3,16,+3,11,+0,11,+0,12,+1," Testes de Resistência Des +6, Sab +3 Perícias Furtividade +6, Percepção +3 Resistência a Dano necrótico; concussão, cortante e perfurante   de armas não-mágicas Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas os idiomas que conhecia em vida",5,1.800,,18
VAMPIRO GUERREIRO,Morto-vivo,Médio,neutro e mau  Classe de Armadura 15,82,11d8 + 33,15,9 m,16,+3,16,+3,16,+3,11,+0,11,+0,12,+1," Testes de Resistência Des +6, Sab +3 Perícias Furtividade +6, Percepção +3 Resistência a Dano necrótico; concussão, cortante e perfurante   de armas não-mágicas Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas os idiomas que conhecia em vida",5,1.800,,18
VERME DA CARNIÇA,Monstruosidade,Grande,imparcial Classe de Armadura 13,51,6d10 + 18,13,9 m,14,+2,13,+1,16,+3,1,5,12,+1,5,3,"Perícias Percepção +3 Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas ",2,450,,7
VERME PÚRPURA,Monstruosidade,Imensa,imparcial Classe de Armadura 18,247,15d20 + 90,18,15 m,28,+9,7,2,22,+6,1,5,8,1,4,3,"Testes de Resistência Con +11, Sab +4 Sentidos percepção às cegas 9 m, sentido sísmico 18 m,  Percepção passiva 9 Idiomas ",15,13.000," Ataques Múltiplos. O verme realiza dois ataques: um com sua mordida e um com seu ferrão.  Mordida. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 3 m, um alvo. Acerto: 22 (3d8 + 9) de dano perfurante.",22
WYVERN,Dragão,Grande,imparcial Classe de Armadura 13,110,13d10 + 39,13,6 m,19,+4,10,+0,16,+3,5,3,12,+1,6,2,"Perícias Percepção +4 Sentidos visão no escuro 18 m, Percepção passiva 14 Idiomas ",6,2.300," Ataques Múltiplos. O wyvern realiza dois ataques: um com sua mordida e um com seu ferrão. Enquanto estiver voando, ele pode usar suas garras no lugar de um dos outros ataques.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 3 m, uma criatura. Acerto: 11 (2d6 + 4) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d8 + 4) de dano cortante.  Ferrão. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 3 m, uma criatura. Acerto: 11 (2d6 + 4) de dano perfurante.",13
XORN,Elemental,Médio,neutro Classe de Armadura 19,73,7d8 + 42,19,6 m,17,+3,10,+0,22,+6,11,+0,10,+0,11,+0,"Perícias Furtividade +3, Percepção +6 Resistência a Dano cortante e perfurante de armas não-mágicas que não sejam de adamante  Sentidos visão no escuro 18 m, sentido sísmico 18 m,      Percepção passiva 16 Idiomas Terran",5,1.800," Ataques Múltiplos. O xorn realiza três ataques de garra e um ataque de mordida.  Garras. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano cortante.  Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (3d6 + 3) de dano perfurante.",13
YETI,Monstruosidade,Grande,caótico e mau  Classe de Armadura 12,51,6d10 + 18,12,12 m,18,+4,13,+1,16,+3,8,1,12,+1,7,2," Perícias Furtividade +3, Percepção +3 Imunidade a Dano frio Sentidos visão no escuro 36 m, Percepção passiva 13 Idiomas Yeti",3,700," Monstruosidade Grande, caótico e mau  Classe de Armadura 12 (armadura natural)  Pontos de Vida 51 (6d10 + 18) Deslocamento 12 m, escalada 12 m Ataques Múltiplos. O yeti usa seu Olhar Congelante e realiza dois ataques de garra.  Garra. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d6 + 4) de dano cortante mais 3 (1d6) de dano de frio.",10
YETI ABOMINÁVEL,Monstruosidade,Enorme,caótico e mau Classe de Armadura 15,137,11d12 + 66,15,12 m,24,+7,10,+0,22,+6,9,1,13,+1,9,1,"Perícias Furtividade +4, Percepção +5 Imunidade a Dano frio Sentidos visão no escuro 36 m, Percepção passiva 15 Idiomas Yeti",9,5.000," Ataques Múltiplos. O yeti usa seu Olhar Congelante e realiza dois ataques de garra.  Garra. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 1,5 m, um alvo. Acerto: 14 (2d6 + 7) de dano cortante mais 7 (2d6) de dano de frio.  Olhar Congelante. O yeti afeta uma criatura que ele possa ver, a até 9 metros dele. Se o alvo puder ver o yeti, ele deve ser bem sucedido num teste de resistência de Constituição CD 18 contra essa mágica ou sofrerá 21 (6d6) de dano de frio e ficará paralisado por 1 minuto, a não ser que seja imune a dano de frio.",21
YUAN-TI ABOMINAÇÃO,Monstruosidade,Grande,neutro e mau Classe de Armadura 15,127,15d10 + 45,15,12 m,19,+4,16,+3,17,+3,17,+3,15,+2,18,+4,"Perícias Furtividade +6, Percepção +5  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 15 Idiomas Abissal, Comum, Dracônico",7,2.900," Ataques Múltiplos (Forma de Abominação Apenas). O yuan-ti realiza dois ataques à distância ou três ataques corpo-a-corpo, mas só pode usar seus ataques de mordida e constrição uma vez cada.  Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, uma criatura. Acerto: 7 (1d6 + 4) de dano perfurante mais 10 (3d6) de dano de veneno.",21
YUAN-TI MESTIÇO,Monstruosidade,Média,neutro e mau Classe de Armadura 12 Pontos de Vida 66,66,12d8 + 12,12,9 m,16,+3,14,+2,13,+1,14,+2,12,+1,16,+3,"Perícias Enganação +5, Furtividade +4 Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas Abissal, Comum, Dracônico",3,700," PARA O TIPO 1 Ataques Múltiplos (Forma de Yuan-ti Apenas). O yuan-ti realiza dois ataques à distância ou dois ataques corpo-a-corpo, mas só pode usar sua mordida uma vez.  Mordida. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 5 (1d4 + 3) de dano perfurante mais 7 (2d6) de dano de veneno.  Cimitarra (Forma de Yuan-ti Apenas). Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 6 (1d6 + 3) de dano cortante.",13
YUAN-TI PURO SANGUE,Humanoide,Médio,neutro e mau Classe de Armadura 11 Pontos de Vida 40,40,9d8,11,9 m,11,+0,12,+1,11,+0,13,+1,12,+1,14,+2,"Perícias Enganação +6, Furtividade +3, Percepção +3 Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 13 Idiomas Abissal, Comum, Dracônico",1,200," Ataques Múltiplos. O yuan-ti realiza dois ataques corpo-a-corpo.  Cimitarra. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, um alvo. Acerto: 4 (1d6 + 1) de dano cortante.   Arco Curto. Ataque à Distância com Arma: +3 para atingir, distância 24/96 m, um alvo. Acerto: 4 (1d6 + 1) de dano perfurante mais 7 (2d6) de dano de veneno.",11
ARCANALOTH,Corruptor,Médio,neutro e mau Classe de Armadura 17,104,16d8 + 32,17,9 m,17,+3,12,+1,14,+2,20,+5,16,+3,17,+3,"Testes de Resistência Des +5, Int +9, Sab +7, Car +7 Perícias Arcanismo +13, Enganação +9, Intuição +9, Percepção +7 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas  Imunidade a Dano ácido, veneno Imunidade a Condição enfeitiçado, envenenado Sentidos visão verdadeira 36 m, Percepção passiva 17 Idiomas todos, telepatia 36 m",12,8.400,"  Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 8 (2d4 + 3) de dano cortante. O alvo deve realizar um teste de resistência de Constituição CD 14, sofrendo 10 (3d6) de dano de veneno se fracassar na resistência, ou metade desse dano se obtiver sucesso.",8
MEZZOLOTH,Corruptor,Médio,neutro e mau Classe de Armadura 18,75,10d8 + 30,18,12 m,18,+4,11,+0,16,+3,7,2,10,+0,11,+0,"Perícias Percepção +3 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas  Imunidade a Dano ácido, veneno Imunidade a Condição envenenado Sentidos percepção às cegas 18 m, visão no escuro 18 m, Percepção passiva 13 Idiomas Abissal, Infernal, telepatia 36 m",5,1.800," Ataques Múltiplos. O mezzoloth realiza dois ataques: um com suas garras e um com seu tridente.  Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (2d4 + 4) de dano cortante.",9
